Chr	ProbeID	GeneticDistance	ProbeBp	Gene	Orientation	PathOfEsd
7	ENSG00000158525	0	130368730	ENSG00000158525	+	D:/R_ex/MR\esd_meta\CD4_Memory_stim_40h__ENSG00000158525.esd
1	ENSG00000215845	0	161038990	ENSG00000215845	+	D:/R_ex/MR\esd_meta\CD4_Memory_stim_40h__ENSG00000215845.esd
1	ENSG00000198734	0	169586588	ENSG00000198734	+	D:/R_ex/MR\esd_meta\CD4_Memory_stim_40h__ENSG00000198734.esd
1	ENSG00000235750	0	175192999	ENSG00000235750	+	D:/R_ex/MR\esd_meta\CD4_Memory_stim_40h__ENSG00000235750.esd
1	ENSG00000198625	0	204558120	ENSG00000198625	+	D:/R_ex/MR\esd_meta\CD4_Memory_stim_40h__ENSG00000198625.esd
21	ENSG00000160194	0	42913304	ENSG00000160194	+	D:/R_ex/MR\esd_meta\CD4_Memory_stim_40h__ENSG00000160194.esd
19	ENSG00000175691	0	2944971	ENSG00000175691	+	D:/R_ex/MR\esd_meta\CD4_Memory_stim_40h__ENSG00000175691.esd
19	ENSG00000167671	0	4457822	ENSG00000167671	+	D:/R_ex/MR\esd_meta\CD4_Memory_stim_40h__ENSG00000167671.esd
19	ENSG00000099308	0	18151692	ENSG00000099308	+	D:/R_ex/MR\esd_meta\CD4_Memory_stim_40h__ENSG00000099308.esd
19	ENSG00000197134	0	22091480	ENSG00000197134	+	D:/R_ex/MR\esd_meta\CD4_Memory_stim_40h__ENSG00000197134.esd
