gene_id	SYMBOL	exposure	cell_type	timepoint	category	near_locus	MR_OR	MR_pval	MR_FDR	nsnps	PP.H0	PP.H1	PP.H2	PP.H3	PP.H4	PP4_ratio
ENSG00000111671	SPSB2	ENSG00000111671|CD4_Memory_stim_16h	Memory	16h	潜在新位点	""	0.932979362984931	0.00165943862238416	0.125552420025491	483	0.000820810710977171	0.507685785440669	8.99858768968607e-05	0.0552216574708649	0.436181760500592	0.887624596306588
ENSG00000120071	KANSL1	ENSG00000120071|CD4_Memory_stim_5d	Memory	5d	潜在新位点	""	0.897885811408019	3.60993174278734e-05	0.00987455175180907	1220	6.84506239252734e-06	0.0873067561806277	3.74336641531427e-05	0.477019739586588	0.43562922550624	0.477323968106325
ENSG00000166896	ATP23	ENSG00000166896|CD4_Memory_stim_16h	Memory	16h	潜在新位点	""	1.05026469135385	0.00147531446212079	0.119232232438671	336	2.11519104224525e-09	0.553285954385437	5.22359937426576e-11	0.0132302662453491	0.433483777201787	0.970383142326899
ENSG00000166896	ATP23	ENSG00000166896|CD4_Naive_stim_5d	Naive	5d	潜在新位点	""	1.0478065257103	0.00147531446212079	0.119232232438671	336	1.31640138428274e-21	0.553705104043036	3.2509372959157e-23	0.0132410473424381	0.433053848614524	0.970331170124529
ENSG00000057608	GDI2	ENSG00000057608|CD4_Memory_uns_0h	Memory	0h	痣数目通路	FAM208B;GDI2	0.940626935247147	0.0043149241579632	0.220050778362388	981	6.77027085749038e-05	0.458622878431171	1.60474848315609e-05	0.108273763916401	0.433019607459022	0.79997212298891
ENSG00000120071	KANSL1	ENSG00000120071|CD4_Memory_uns_0h	Memory	0h	潜在新位点	""	0.919827719358646	0.000377464397768756	0.0583592781941608	1220	1.2514125823483e-05	0.0881372761605937	6.84361305103417e-05	0.481567027349069	0.430214746234003	0.471839598792777
ENSG00000166896	ATP23	ENSG00000166896|CD4_Memory_stim_40h	Memory	40h	潜在新位点	""	1.12160662682372	0.00147531446212079	0.119232232438671	336	1.67855687767368e-05	0.56139798620257	4.14530341740597e-07	0.0134389359516136	0.425145877746698	0.969358410205106
ENSG00000111671	SPSB2	ENSG00000111671|CD4_Memory_stim_40h	Memory	40h	潜在新位点	""	0.91348960877638	0.00165943862238416	0.125552420025491	483	0.000408676863008782	0.520745199681406	4.4803442978373e-05	0.0566674152525309	0.422133904760076	0.881647328685228
ENSG00000057608	GDI2	ENSG00000057608|CD4_Naive_stim_16h	Naive	16h	痣数目通路	FAM208B;GDI2	0.900752525136088	0.00468268009196105	0.220050778362388	981	0.0155795136178811	0.462268365755385	0.00369279182072073	0.109161570878187	0.409297757927826	0.789450078698398
ENSG00000124588	NQO2	ENSG00000124588|CD4_Naive_uns_0h	Naive	0h	潜在新位点	""	0.958290378602871	0.0138577550278767	0.319254153389817	534	0.0322436657007304	0.500111032449969	0.00386753497778449	0.0595826850927157	0.404195081778801	0.871527508757827
ENSG00000214401	KANSL1-AS1	ENSG00000214401|CD4_Naive_stim_16h	Naive	16h	潜在新位点	""	0.953931004622978	0.000969474349122978	0.10406681564558	1372	3.25637620932896e-17	0.0848721101797914	1.96283703328698e-16	0.511177360244205	0.403950529576001	0.441414292001705
ENSG00000166896	ATP23	ENSG00000166896|CD4_Naive_stim_16h	Naive	16h	潜在新位点	""	1.06898048622764	0.00147531446212079	0.119232232438671	336	0.0159698747179442	0.575438421460729	0.000394386255981902	0.0138164384664674	0.394380879098878	0.966152549583436
ENSG00000109861	CTSC	ENSG00000109861|CD4_Memory_uns_0h	Memory	0h	色素/发色通路	TYR	0.920350867554884	0.00431906007657024	0.220050778362388	1363	0.0437875123510119	0.429960191603016	0.0147492507748387	0.144459422843965	0.367043622427168	0.717578567362407
ENSG00000175334	BANF1	ENSG00000175334|CD4_Naive_stim_16h	Naive	16h	潜在新位点	""	0.845362560460418	0.00127124201048723	0.11896148919191	692	0.00671854952534698	0.583614859798734	0.000764765189022464	0.06608943267533	0.342812392811567	0.838373348916615
ENSG00000173156	RHOD	ENSG00000173156|CD4_Memory_stim_40h	Memory	40h	潜在新位点	""	1.06175990938258	0.00482676060524923	0.220050778362388	197	0.000939671303297403	0.631565437864853	4.06829142820862e-05	0.0270030704556968	0.34045113746187	0.9265131004793
ENSG00000142675	CNKSR1	ENSG00000142675|CD4_Naive_stim_5d	Naive	5d	潜在新位点	""	1.05171828501584	0.00118015867483823	0.116573451325687	944	0.00189701744509236	0.631443084661276	0.000100566760572353	0.0331413324177772	0.333417998715283	0.909588081374616
ENSG00000196126	HLA-DRB1	ENSG00000196126|CD4_Memory_stim_16h	Memory	16h	黑色素瘤已知位点	HLA-DQB2	1.05258779090431	0.000497573361175618	0.0593486593254975	6251	9.54270076600067e-13	0.083455037990678	6.71459675842607e-12	0.586890820761463	0.329654141240192	0.359670452522324
ENSG00000010626	LRRC23	ENSG00000010626|CD4_Memory_stim_5d	Memory	5d	潜在新位点	""	0.937961746160529	0.0043982132693865	0.220050778362388	519	0.0276028889712241	0.578062280916252	0.0030656418894595	0.0638735633740735	0.327395624848992	0.836752892135072
ENSG00000173156	RHOD	ENSG00000173156|CD4_Naive_stim_40h	Naive	40h	潜在新位点	""	1.06690584603504	0.00482676060524923	0.220050778362388	197	0.367105796176146	0.289192879087181	0.0158937849712798	0.0122049554763947	0.315602584288998	0.962767923260308
ENSG00000177410	ZFAS1	ENSG00000177410|CD4_Naive_stim_5d	Naive	5d	潜在新位点	""	1.09577707552173	0.00505547152736141	0.224040271879575	998	0.00596265224339484	0.631887675362683	0.000489591526545265	0.0515740149948018	0.310086065872575	0.857396440129332
ENSG00000263715	CRHR1	ENSG00000263715|CD4_Naive_uns_0h	Naive	0h	潜在新位点	""	0.932748596698672	0.000331725980066699	0.0536189811416901	2271	0.000195107695329013	0.076887859584568	0.00156494188774542	0.6164059012225	0.304946189609859	0.330976824868729
ENSG00000149489	ROM1	ENSG00000149489|CD4_Naive_stim_40h	Naive	40h	色素/发色通路	AHNAK	1.06511101748057	0.00288743806487379	0.190143143679467	295	0.0265149817924587	0.619891344352632	0.00209547355258311	0.0486870742049035	0.302811126097423	0.861486988658755
ENSG00000176974	SHMT1	ENSG00000176974|CD4_Naive_stim_5d	Naive	5d	潜在新位点	""	0.945446273415434	0.00329106319766315	0.201776219498106	524	1.5013434722468e-14	0.701582794272383	2.70718231065039e-16	0.0123647004051258	0.286052505322476	0.958565725541937
ENSG00000057608	GDI2	ENSG00000057608|CD4_Memory_stim_5d	Memory	5d	痣数目通路	FAM208B;GDI2	0.919571813309964	0.0043149241579632	0.220050778362388	981	0.000741708101406477	0.580030519893965	0.000175806105210662	0.137202028710632	0.281849937188786	0.672589464134471
ENSG00000175550	DRAP1	ENSG00000175550|CD4_Naive_uns_0h	Naive	0h	潜在新位点	""	0.929538695404341	0.0030401912344723	0.1965621823597	779	0.0036895543777161	0.654245115694444	0.000456971997904914	0.0807710888204284	0.260837269109507	0.763556461821128
ENSG00000176974	SHMT1	ENSG00000176974|CD4_Memory_stim_5d	Memory	5d	潜在新位点	""	0.862422154335314	0.00329106319766315	0.201776219498106	524	0.00091325375924154	0.731380628113609	1.64675470194288e-05	0.0129333031164939	0.254756347463636	0.951685457063935
ENSG00000162613	FUBP1	ENSG00000162613|CD4_Memory_stim_16h	Memory	16h	色素/发色通路	DNAJB4	0.925970139414605	0.000424655940027274	0.0593486593254975	643	0.635563961348865	0.100344628380813	0.0100937804046176	0.00134097782891976	0.252656652036784	0.994720510464492
ENSG00000139428	MMAB	ENSG00000139428|CD4_Memory_stim_5d	Memory	5d	潜在新位点	""	1.05964723094596	0.0287055093451257	0.403999017657495	1198	0.000613936549840388	0.667927518447556	7.4779292495738e-05	0.0811052740991702	0.250278491610938	0.755252723604691
ENSG00000163171	CDC42EP3	ENSG00000163171|CD4_Naive_stim_16h	Naive	16h	痣数目通路	CYP1B1	1.05401114965749	0.0027606663645745	0.190143143679467	1105	0.000222971694060883	0.454171599746157	0.000145857996620232	0.296849907436952	0.24860966312621	0.455780183432352
ENSG00000234745	HLA-B	ENSG00000234745|CD4_Naive_stim_40h	Naive	40h	潜在新位点	""	0.940172020248497	0.00398553967566995	0.220050778362388	5793	1.1637556827568e-05	0.453850601064451	7.75406052195577e-06	0.302154980417357	0.243975026900842	0.446734337303484
ENSG00000163171	CDC42EP3	ENSG00000163171|CD4_Naive_stim_40h	Naive	40h	痣数目通路	CYP1B1	1.06927600332369	0.00464949409713356	0.220050778362388	1105	0.00140126781195997	0.456684851678666	0.000916646019315305	0.298500075674083	0.242497158815975	0.448241032219974
ENSG00000166272	WBP1L	ENSG00000166272|CD4_Memory_stim_5d	Memory	5d	潜在新位点	""	1.06631320509833	0.00457644477412722	0.220050778362388	922	0.000890695149058055	0.72344442064449	4.22658671098576e-05	0.0340878379310793	0.241534780408264	0.876324235882881
ENSG00000176974	SHMT1	ENSG00000176974|CD4_Memory_uns_0h	Memory	0h	潜在新位点	""	0.952543014818163	0.00329106319766315	0.201776219498106	524	0.000481575498774733	0.745224884129613	8.6836403236533e-06	0.0131966071283441	0.241088249602944	0.948103055376634
ENSG00000110077	MS4A6A	ENSG00000110077|CD4_Memory_uns_0h	Memory	0h	潜在新位点	""	1.06097817182966	0.0138847403726211	0.319254153389817	1030	1.20170904509453e-09	0.646657355789324	2.14838683479434e-10	0.115369890521439	0.237972752272689	0.673490044651479
ENSG00000151150	ANK3	ENSG00000151150|CD4_Naive_stim_40h	Naive	40h	潜在新位点	""	0.934792490010098	0.00384126171294352	0.220050778362388	998	0.0342748806932159	0.648034568913538	0.00405561762575214	0.0764422987785845	0.237192633988909	0.756269819487062
ENSG00000167671	UBXN6	ENSG00000167671|CD4_Memory_stim_16h	Memory	16h	黑色素瘤已知位点	MFSD12	1.04174042701468	0.00561090303038081	0.234733778541578	585	3.33950883150191e-05	0.753473911661382	5.97588857668611e-07	0.0132498067722604	0.233242288889185	0.94624652471429
ENSG00000183049	CAMK1D	ENSG00000183049|CD4_Memory_stim_5d	Memory	5d	潜在新位点	""	0.936941094418165	0.00848970887466005	0.293793788315197	1053	2.76595514111295e-05	0.728390482703242	2.01005389619725e-06	0.052714173837464	0.218865673853986	0.805898065391972
ENSG00000220205	VAMP2	ENSG00000220205|CD4_Memory_stim_5d	Memory	5d	黑色素瘤已知位点	TP53	1.12709146341644	0.0072778682850243	0.266805150737592	651	0.000364841087200706	0.715063987713234	3.42106378820903e-05	0.0668328447515753	0.217704115810109	0.765117176272477
ENSG00000167671	UBXN6	ENSG00000167671|CD4_Memory_stim_5d	Memory	5d	黑色素瘤已知位点	MFSD12	1.05205598309388	0.00442185758521119	0.220050778362388	585	0.019173960576744	0.751896974962786	0.000343108695804414	0.0132394840744657	0.2153464716902	0.942080938305343
ENSG00000107020	PLGRKT	ENSG00000107020|CD4_Memory_stim_40h	Memory	40h	潜在新位点	""	1.16611283867743	0.00613373233687486	0.246609080960095	910	1.15923828073619e-05	0.762627769143376	3.62255678336577e-07	0.0236179620403314	0.213742314177807	0.900497410869938
ENSG00000107020	PLGRKT	ENSG00000107020|CD4_Memory_stim_16h	Memory	16h	潜在新位点	""	1.04264103412304	0.00613373233687486	0.246609080960095	910	1.10494015504779e-09	0.766177161424431	3.45287808416715e-11	0.0237325306323129	0.210090306803789	0.898502084344954
ENSG00000143799	PARP1	ENSG00000143799|CD4_Memory_stim_16h	Memory	16h	痣数目通路	PARP1	1.16395717495496	1.32374777805921e-08	5.88405887347321e-06	817	1.09475179361291e-07	1.02577915366017e-06	0.0766678377780903	0.718170184215344	0.205160842752234	0.222196413593971
ENSG00000176974	SHMT1	ENSG00000176974|CD4_Naive_stim_40h	Naive	40h	潜在新位点	""	0.898547913004623	0.00675402040630557	0.252813648050764	524	8.30933537165717e-09	0.781075784740719	1.49831708381479e-10	0.0138791041064345	0.205045102693679	0.936603154537832
ENSG00000057608	GDI2	ENSG00000057608|CD4_Naive_uns_0h	Naive	0h	痣数目通路	FAM208B;GDI2	0.960413642179015	0.00674913825256951	0.252813648050764	981	1.75801412830993e-13	0.647227856470491	4.16699799041438e-14	0.153212015685002	0.199560127844288	0.56569128686806
ENSG00000220205	VAMP2	ENSG00000220205|CD4_Memory_stim_40h	Memory	40h	黑色素瘤已知位点	TP53	1.27133326590078	0.0072778682850243	0.266805150737592	651	0.0114635956019819	0.720840719322074	0.00107492530782418	0.0673929971389123	0.199227762629208	0.747232746626617
ENSG00000115816	CEBPZ	ENSG00000115816|CD4_Memory_stim_40h	Memory	40h	痣数目通路	CYP1B1	0.78998864218159	0.00277140370320239	0.190143143679467	703	4.38158007199282e-07	0.779489000906201	1.23213332677964e-08	0.0217210284471869	0.198789520167273	0.901496646833145
ENSG00000099817	POLR2E	ENSG00000099817|CD4_Memory_uns_0h	Memory	0h	潜在新位点	""	0.938430543581264	0.00875763261007057	0.293793788315197	508	0.00903437948169158	0.784620257605084	0.00010146131262962	0.00861411000899251	0.197629791591602	0.958233383183012
ENSG00000125877	ITPA	ENSG00000125877|CD4_Memory_stim_5d	Memory	5d	潜在新位点	""	1.1192553300891	0.00548394886059611	0.232153835098569	897	1.85563912464635e-05	0.797330917672004	2.65921176160276e-07	0.0112346840681145	0.191415575947459	0.944561215627105
ENSG00000139428	MMAB	ENSG00000139428|CD4_Naive_stim_5d	Naive	5d	潜在新位点	""	1.05246425552904	0.0168304247161558	0.330657404920719	1198	0.0161297951174243	0.706836111221187	0.00196465688074082	0.0859055707140801	0.189163866066569	0.687694962699238
ENSG00000167671	UBXN6	ENSG00000167671|CD4_Naive_stim_16h	Naive	16h	黑色素瘤已知位点	MFSD12	1.05287752068928	0.00648535554074503	0.250673090248797	585	0.0281839862113086	0.769906738174564	0.000504338720882767	0.0135892908504891	0.187815646042756	0.932527518639267
ENSG00000125877	ITPA	ENSG00000125877|CD4_Naive_stim_40h	Naive	40h	潜在新位点	""	1.06635228059406	0.00548394886059611	0.232153835098569	897	2.29913435613761e-10	0.804722580937098	3.29475976236021e-12	0.011348096078271	0.183929322751422	0.941887310134062
ENSG00000176974	SHMT1	ENSG00000176974|CD4_Memory_stim_40h	Memory	40h	潜在新位点	""	0.880745006548509	0.00675402040630557	0.252813648050764	524	5.50200200858391e-12	0.802114615469661	9.92106255906293e-14	0.0142799102918426	0.183605474232895	0.927837468511691
ENSG00000139428	MMAB	ENSG00000139428|CD4_Naive_stim_16h	Naive	16h	潜在新位点	""	1.08265668006004	0.0344624221310504	0.426997815672527	1198	0.0175138393512527	0.715159131770089	0.00213323757302148	0.0869302396145351	0.178263551691102	0.672201075347395
ENSG00000175334	BANF1	ENSG00000175334|CD4_Naive_stim_40h	Naive	40h	潜在新位点	""	0.910527396950586	0.00851926162640793	0.293793788315197	692	0.000122874889478086	0.738992075420778	1.39867150972545e-05	0.0839417352907906	0.176929327683857	0.678225195490738
ENSG00000164548	TRA2A	ENSG00000164548|CD4_Memory_stim_16h	Memory	16h	潜在新位点	""	0.944503475701458	0.0126256176893785	0.319254153389817	747	0.00252649136700633	0.790088240220785	0.000100210167612995	0.0311617534104923	0.176123304834104	0.849667150761434
ENSG00000167671	UBXN6	ENSG00000167671|CD4_Memory_stim_40h	Memory	40h	黑色素瘤已知位点	MFSD12	1.08996016806796	0.00648535554074503	0.250673090248797	585	0.0372266286712003	0.776060535085984	0.000666152408181269	0.0137148939083255	0.172331789926309	0.926282513476478
ENSG00000166272	WBP1L	ENSG00000166272|CD4_Naive_stim_5d	Naive	5d	潜在新位点	""	1.05757916659491	0.00343922911237038	0.207286419043882	922	0.00910229888781327	0.788273369243366	0.000431928427580832	0.0372407280410706	0.164951675400169	0.81581539460807
ENSG00000167136	ENDOG	ENSG00000167136|CD4_Memory_stim_40h	Memory	40h	潜在新位点	""	0.906674948646316	0.00875694159570217	0.293793788315197	199	0.00226222528607065	0.820818240662118	3.58348700976065e-05	0.0128381586205297	0.164045540561185	0.927420340710192
ENSG00000167136	ENDOG	ENSG00000167136|CD4_Memory_uns_0h	Memory	0h	潜在新位点	""	0.952191328949232	0.00875694159570217	0.293793788315197	199	2.47687523010474e-05	0.823990948092822	3.92350411187167e-07	0.0128893670362374	0.163094523768227	0.926758256239722
ENSG00000173156	RHOD	ENSG00000173156|CD4_Memory_stim_5d	Memory	5d	潜在新位点	""	1.05879096939724	0.0158676652073477	0.319254153389817	197	0.499929374307514	0.302456880666693	0.0216443599061495	0.0129317832221623	0.163037601897482	0.92651117571747
ENSG00000099308	MAST3	ENSG00000099308|CD4_Memory_uns_0h	Memory	0h	潜在新位点	""	1.04216448183303	0.00745525626134314	0.27051929862588	798	3.7388859714492e-09	0.824571919681027	5.77485194819496e-11	0.0125729726082939	0.162855103914043	0.928329758511073
ENSG00000139625	MAP3K12	ENSG00000139625|CD4_Memory_stim_16h	Memory	16h	潜在新位点	""	0.962338925932965	0.0180898692808839	0.333303498252969	572	2.85883203485035e-08	0.830268549582092	3.56190556199884e-10	0.0101850213417223	0.159546400131675	0.939993306758945
ENSG00000139625	MAP3K12	ENSG00000139625|CD4_Naive_stim_16h	Naive	16h	潜在新位点	""	0.963358660630912	0.0180898692808839	0.333303498252969	572	1.55725929439786e-07	0.831375123136372	1.9402365982234e-09	0.0101999300883642	0.158424789109099	0.939511062571912
ENSG00000234745	HLA-B	ENSG00000234745|CD4_Naive_stim_5d	Naive	5d	潜在新位点	""	0.959521413824171	0.00398553967566995	0.220050778362388	5793	8.61742963780974e-07	0.505936641333443	5.74176108828814e-07	0.336946573621162	0.157115349126322	0.318007403308074
ENSG00000139625	MAP3K12	ENSG00000139625|CD4_Memory_stim_40h	Memory	40h	潜在新位点	""	0.95916071753957	0.0180898692808839	0.333303498252969	572	1.96560080746986e-06	0.834298008117612	2.44900167741502e-08	0.0102393112976905	0.155460690493874	0.938205726089426
ENSG00000035499	DEPDC1B	ENSG00000035499|CD4_Naive_stim_40h	Naive	40h	潜在新位点	""	1.18148137829347	0.0133111540956991	0.319254153389817	520	0.00101860409459674	0.790252769120202	7.09905973539722e-05	0.0549221437800817	0.153735492407766	0.736783446877366
ENSG00000144231	POLR2D	ENSG00000144231|CD4_Naive_stim_16h	Naive	16h	潜在新位点	""	0.923446682593349	0.0397263860646602	0.445646616108374	873	0.0653024001834226	0.737435331801491	0.0039577568030955	0.0445446923832732	0.148759818828718	0.769562065034155
ENSG00000186470	BTN3A2	ENSG00000186470|CD4_Memory_stim_16h	Memory	16h	潜在新位点	""	0.953084520242495	0.0150494823302988	0.319254153389817	1347	4.39879026804669e-32	0.812887396517663	2.10207971928626e-33	0.0386975859545072	0.148415017527828	0.793185572568015
ENSG00000186470	BTN3A2	ENSG00000186470|CD4_Memory_stim_5d	Memory	5d	潜在新位点	""	0.961047478272913	0.0150494823302988	0.319254153389817	1347	1.85312216109642e-34	0.812889846927114	8.85564047119364e-36	0.0386977056239636	0.148412447448928	0.79318222454295
ENSG00000186470	BTN3A2	ENSG00000186470|CD4_Naive_stim_40h	Naive	40h	潜在新位点	""	0.954053032765161	0.0150494823302988	0.319254153389817	1347	2.74669841796084e-35	0.812889846927252	1.31258338942243e-36	0.0386977056239702	0.148412447448783	0.793182224542761
ENSG00000186470	BTN3A2	ENSG00000186470|CD4_Memory_uns_0h	Memory	0h	潜在新位点	""	0.973204079027416	0.0150494823302988	0.319254153389817	1347	6.65110114423656e-45	0.812889846927252	3.1784067832881e-46	0.0386977056239702	0.148412447448776	0.793182224542754
ENSG00000186470	BTN3A2	ENSG00000186470|CD4_Naive_stim_5d	Naive	5d	潜在新位点	""	0.969060572487533	0.0150494823302988	0.319254153389817	1347	5.4988131790211e-49	0.812889846927264	2.6277551234324e-50	0.0386977056239707	0.148412447448772	0.793182224542747
ENSG00000186470	BTN3A2	ENSG00000186470|CD4_Naive_uns_0h	Naive	0h	潜在新位点	""	0.969732945215183	0.0150494823302988	0.319254153389817	1347	9.94719210112108e-37	0.812889846927356	4.75353210893053e-38	0.0386977056239757	0.148412447448669	0.793182224542612
ENSG00000186470	BTN3A2	ENSG00000186470|CD4_Naive_stim_16h	Naive	16h	潜在新位点	""	0.954843644813554	0.0150494823302988	0.319254153389817	1347	2.15037186947568e-36	0.812889846929979	1.02761277994637e-37	0.0386977056241033	0.148412447445925	0.793182224539038
ENSG00000186470	BTN3A2	ENSG00000186470|CD4_Memory_stim_40h	Memory	40h	潜在新位点	""	0.941217123287356	0.0150494823302988	0.319254153389817	1347	5.50745565056656e-17	0.812897604324387	2.63188515988634e-18	0.0386980844682061	0.148404311207407	0.793171624935799
