gene_id	chr	pos	pval_exp	beta_exp	F	beta_out	se_out	eaf	b_mr	se_mr	z	p_mr	fdr	locus	known
ENSG00000218510	1	22022063	1.09073e-14	0.961507	59.725163329963834	-0.00937857	0.0215812	0.262008	-0.009754031951925467	0.022445182406368336	-0.4345712935332604	0.6638736355379163	0.9346589932286162	1_7	False
ENSG00000157978	1	25565480	1.24061e-17	0.493809	73.08696769276543	0.00185629	0.0143833	0.505796	0.0037591254918399623	0.029127253654753153	0.1290587000201623	0.8973112012459427	0.9805433711200898	1_8	False
ENSG00000158006	1	25975208	1.00417e-09	-0.579543	37.31677750500554	-0.0341302	0.0168585	0.152079	0.05889157491333688	0.02908929967232802	-2.024509891152831	0.04291771529915665	0.5286801338467775	1_8	False
ENSG00000130695	1	26234254	7.95159e-10	0.748165	37.771975614496824	0.0272724	0.0166657	0.187559	0.03645238683980138	0.022275433894929593	1.6364389134569806	0.101747760626543	0.6557092661535503	1_8	False
ENSG00000130775	1	27886464	6.253010000000001e-26	-0.889363	110.89052656360936	0.0164499	0.0133195	0.380029	-0.018496272050894852	0.014976449436281923	1.2350238372311273	0.21682163276178634	0.7679071988354826	1_9	False
ENSG00000117748	1	27914572	6.316e-09	1.1064	33.734819334823484	-0.0282642	0.0291327	0.0462628	-0.025546095444685463	0.026331073752711497	-0.9701881391014221	0.3319527217510062	0.8674725912056648	1_9	False
ENSG00000270605	1	28206514	1.48273e-09	1.36672	36.55691543160491	0.00754039	0.0368961	0.0288569	0.005517143233434793	0.026996092835401546	0.20436821235848776	0.8380657688066926	0.9621851511936634	1_9	False
ENSG00000204138	1	28356046	3.0836e-10	-0.752008	39.62093466230552	0.00198757	0.0137218	0.362411	-0.0026430170955628134	0.018246880352336677	0.14484761474442132	0.8848311874853771	0.9760892628362838	1_9	False
ENSG00000204084	1	37887731	5.59426e-13	0.769724	51.98442559132854	-0.012788	0.0140178	0.320767	-0.016613747265253522	0.0182114628100462	-0.9122686869551571	0.36162729375598746	0.8809577245322603	1_10	False
ENSG00000084072	1	39760374	2.36377e-21	1.10391	90.01486789193102	0.0210604	0.0133089	0.367271	0.019078004547472167	0.012056145881457729	1.5824298026132888	0.11355148565679547	0.6625234319689413	1_11	False
ENSG00000043514	1	39848660	6.46857e-13	-0.55848	51.69930327389317	0.014467	0.0131247	0.410804	-0.025904240080217737	0.023500752041254836	1.102272813854793	0.2703430847110314	0.8136993343613862	1_11	False
ENSG00000131238	1	40083228	1.68194e-08	-0.501835	31.830917556093752	-0.00122386	0.0145581	0.747698	0.0024387697151454163	0.029009734275209975	-0.08406728900062509	0.9330029321468989	0.9880710569678253	1_11	False
ENSG00000159479	1	43378931	1.2382e-16	-0.914353	68.54810506796521	0.00644984	0.0136564	0.685744	-0.007053993370175414	0.014935588334046042	0.4722943088954629	0.6367167319811284	0.9312523631016504	1_12	False
ENSG00000198198	1	43378931	8.26564e-13	-0.59042	51.218019467037465	0.00644984	0.0136564	0.685744	-0.010924155685783003	0.023129975271840388	0.4722943088954629	0.6367167319811284	0.9312523631016504	1_12	False
ENSG00000280670	1	45520812	4.65306e-16	-1.00542	65.93811419757145	0.0234308	0.0137062	0.645996	-0.023304489666010227	0.013632312864275626	1.709503728239775	0.08735768170809428	0.6313244224282445	1_13	False
ENSG00000162384	1	53251984	9.71911e-09	-0.533733	32.89664005428922	-0.0030715	0.0130254	0.437873	0.005754750034193126	0.024404336999960655	-0.23580849724384664	0.8135812742324625	0.9610987580218651	1_14	False
ENSG00000116641	1	62684169	6.0728e-17	1.03734	69.9532100032976	0.0127834	0.0131789	0.436126	0.012323249850579367	0.012704513467137102	0.9699899081106921	0.3320515225074434	0.8674725912056648	1_15	True
ENSG00000203965	1	63410696	4.0174e-09	-0.606561	34.615281963325224	0.0244532	0.0138637	0.66855	-0.040314494337750036	0.022856233750603812	1.7638292807836293	0.07776072613613695	0.6080439428912876	1_15	True
ENSG00000162434	1	65003736	5.35056e-11	-0.635018	43.04461813390852	0.262102	0.487887	0.000496221	-0.41274735519308114	0.768304205550079	0.5372186592387171	0.591116583832014	0.9226139057995137	1_16	False
ENSG00000116717	1	67760283	3.50423e-10	-0.687682	39.3712251529464	-0.0127252	0.0232792	0.126865	0.01850448317681719	0.033851693079068525	-0.5466339049451872	0.5846302709261442	0.920348452223633	1_17	False
ENSG00000137968	1	75384081	2.66293e-08	-0.578951	30.93881015022908	0.00417399	0.0132614	0.594509	-0.007209573867218469	0.02290591086292277	0.31474731174687437	0.7529535189540298	0.946665484530583	1_18	False
ENSG00000162614	1	77926761	2.68572e-09	-0.74923	35.39938262893036	0.0115139	0.0163603	0.170901	-0.01536764411462435	0.0218361517824967	0.7037707132509795	0.4815755749937738	0.8976366792978131	1_19	True
ENSG00000117226	1	89013003	2.76365e-10	0.737899	39.83488242894936	0.0121422	0.0131684	0.515576	0.016455097513345323	0.017845802745362172	0.9220710184988306	0.35649153285269064	0.8809577245322603	1_20	False
ENSG00000213512	1	89186388	5.58171e-20	0.892851	83.76165200558732	-0.0088083	0.0160591	0.568742	-0.009865363873703452	0.01798631574585233	-0.5484927548866375	0.5833536027053455	0.920348452223633	1_20	False
ENSG00000231613	1	89762090	1.41962e-09	-0.762903	36.641702406086196	-0.0132918	0.0130676	0.390121	0.017422660547933354	0.017128783082515076	-1.0171569377697511	0.3090787776820235	0.8411637620460134	1_20	False
ENSG00000171492	1	89873634	1.14748e-10	0.738353	41.55249405172265	0.0063043	0.0144203	0.234331	0.008538327872982164	0.01953036013939132	0.4371823054998855	0.6619791411333616	0.9346589932286162	1_20	False
ENSG00000097046	1	91500888	1.96127e-11	-0.665233	45.00903953805333	-0.0249212	0.0135444	0.313131	0.037462362811225544	0.020360385007959617	-1.8399633796993593	0.06577361385855544	0.5895430940272532	1_21	False
ENSG00000223745	1	93158582	5.91015e-15	0.80363	60.93130559335888	-0.000588078	0.0169842	0.837191	-0.0007317770615830668	0.021134352873834975	-0.03462500441586886	0.9723787628108873	0.9935886088269126	1_22	False
ENSG00000198890	1	107074019	8.40101e-10	0.663148	37.66472507615229	0.00228804	0.013947	0.705061	0.003450270527845971	0.021031504279587665	0.16405248440524844	0.8696898268775882	0.9708562807950954	1_23	False
ENSG00000121940	1	108957817	6.42247e-11	-0.781476	42.68739856850264	-0.00137147	0.0129567	0.521563	0.0017549739211440917	0.016579779801299082	-0.10585025508038313	0.915701162937163	0.9880710569678253	1_24	False
ENSG00000168765	1	109654510	3.09775e-13	-0.788207	53.14524122229184	0.0212413	0.0145523	0.470545	-0.02694888525476176	0.018462535856697545	1.4596524260769774	0.14438562298266824	0.7177551200294491	1_24	False
ENSG00000134202	1	109740350	3.4430500000000004e-26	1.19394	112.07350789666896	0.00094286	0.0129827	0.55391	0.0007897046752768146	0.010873829505670302	0.07262433854283007	0.9421050585014012	0.9919503663146532	1_24	False
ENSG00000143119	1	110887599	6.76617e-10	-0.550945	38.08693440061986	-0.0311022	0.0147603	0.721196	0.056452458956883174	0.02679087749230867	-2.107152293652568	0.03510438066136306	0.5031627894795372	1_25	False
ENSG00000260948	1	111449223	2.21198e-08	-0.559855	31.298960910881483	0.0013049	0.0130708	0.447269	-0.0023307820775022104	0.02334675942878067	0.09983321602350276	0.9204767371982309	0.9880710569678253	1_25	False
ENSG00000064703	1	111753903	1.20169e-12	0.823956	50.48353092014114	0.034746	0.0194143	0.135199	0.042169727509721394	0.023562301870488227	1.789711707349737	0.0735002693464853	0.6020022060759749	1_25	False
ENSG00000116830	1	117060534	6.61346e-14	-1.2419	56.17988757469153	-0.0279484	0.0272227	0.0719978	0.022504549480634514	0.021920202914888477	-1.026657899473601	0.30458158005473146	0.8336238585874544	1_26	False
ENSG00000198162	1	117332322	5.13016e-10	-0.782024	38.62710175168333	0.0101463	0.0134109	0.380015	-0.012974409992532198	0.017148962180188843	0.7565711473502897	0.4493068325808858	0.8976366792978131	1_26	False
ENSG00000116874	1	119031237	8.63492e-12	-0.858936	46.616070402788246	-0.000893179	0.0147539	0.255948	0.0010398667653934634	0.01717694915569961	-0.06053850168430042	0.9517267521575898	0.9922909327596423	1_27	True
ENSG00000231365	1	119126017	1.65347e-12	-0.77634	49.857265217656085	-0.000816127	0.0146089	0.247071	0.0010512494525594456	0.018817657212046267	-0.0558650548638159	0.9554493095141123	0.9925115862026213	1_27	True
ENSG00000131791	1	147204609	2.31185e-08	-0.628142	31.213231096705133	-0.0166232	0.01383	0.320724	0.02646407977813934	0.022017314556262758	-1.2019667389732467	0.2293764150099894	0.7829818839336619	1_28	False
ENSG00000162836	1	147652507	1.32398e-08	0.55134	32.295817731993836	-0.00512413	0.0143404	0.733013	-0.009293956542242536	0.026010084521347985	-0.357321274162506	0.7208513053643062	0.9440460247733067	1_28	False
ENSG00000284738	1	153796506	3.64814e-08	0.826389	30.328039084518213	-0.0151737	0.0139676	0.320789	-0.018361449632074	0.016901967475365716	-1.08634983819697	0.27732424526110144	0.8201010991841727	1_29	False
ENSG00000163534	1	157781566	1.2959e-12	1.14228	50.33540976055513	-0.0268177	0.0179714	0.137669	-0.02347734355849704	0.015732920124662955	-1.492243230911337	0.13563539296291696	0.6975899718728594	1_30	False
ENSG00000066294	1	160589759	1.85964e-11	-1.10262	45.11323854749694	-0.0259021	0.0275299	0.939357	0.02349141136565635	0.02496771326476937	-0.9408715614658971	0.3467706828204864	0.8771258447812302	1_31	False
ENSG00000158769	1	161023648	3.89698e-10	-0.586281	39.16380520832198	-0.00811889	0.0191411	0.454697	0.013848120611106277	0.032648337571915174	-0.4241600534974479	0.6714490913135089	0.9349657211603445	1_31	False
ENSG00000143198	1	165631686	1.04352e-08	-0.624347	32.75844419578525	-0.00341596	0.0147302	0.632546	0.0054712523644703985	0.02359296993498808	-0.23190180717166092	0.816614280868765	0.9617970344610788	1_32	False
ENSG00000143155	1	168195688	1.29983e-08	0.729234	32.33158829076701	0.00528043	0.0160188	0.221916	0.007241063910898285	0.021966611540328616	0.3296395485304767	0.7416723359298529	0.946665484530583	1_33	False
ENSG00000188404	1	169611647	4.4568e-09	-0.817522	34.413245115270485	-0.00531409	0.0165063	0.207173	0.0065002409721083955	0.020190649303627305	-0.3219431368628947	0.7474957729735128	0.946665484530583	1_34	False
ENSG00000000460	1	169622310	1.17041e-08	-0.610569	32.53540139100552	-0.0167329	0.0133724	0.334264	0.02740542019001947	0.021901537745938622	-1.2513011875205646	0.21082461238852268	0.7679071988354826	1_34	False
ENSG00000171806	1	169830739	5.16195e-11	-1.36925	43.114830072306454	-0.0326728	0.0236959	0.0682506	0.023861822165419024	0.017305751323717363	-1.378837689220498	0.16794480342020635	0.7322637514562537	1_34	False
ENSG00000120370	1	170514974	2.00281e-11	-0.990032	44.9679972143686	-0.029509	0.0199227	0.104451	0.02980610727734053	0.020123288944195745	-1.4811747403715358	0.13856001543493884	0.7009506663179259	1_34	False
ENSG00000116199	1	179084484	4.39939e-13	0.812942	52.45625739238046	-0.0011867	0.0143011	0.739322	-0.0014597597368569957	0.017591783915703704	-0.08297963093748033	0.9338677359050871	0.9880710569678253	1_35	False
ENSG00000116260	1	180194995	7.34294e-14	0.860724	55.97417087048647	-0.00255691	0.0276607	0.140127	-0.0029706502897560655	0.032136550160097775	-0.09243836923866713	0.9263497556704283	0.9880710569678253	1_36	False
ENSG00000116701	1	183760049	2.90298e-15	-0.901701	62.33114193669501	-0.00555273	0.0134563	0.658693	0.0061580612642106415	0.01492323952174834	-0.412649093733047	0.6798637267517398	0.9374253554331154	1_37	False
ENSG00000122176	1	203348034	9.97763e-09	0.72762	32.84560687894168	-0.00809951	0.0181575	0.869778	-0.011131510953519694	0.024954646656221654	-0.44606966818119237	0.6555469220916534	0.9345049388731678	1_38	False
ENSG00000117280	1	205702516	1.44292e-15	-0.779102	63.708073819066556	-0.01305	0.0142614	0.278304	0.01675005326645292	0.018304920280014684	-0.9150574277420169	0.3601614827665456	0.8809577245322603	1_39	True
ENSG00000263528	1	206473084	2.68123e-11	0.603272	44.39681468903642	-0.00460196	0.0145426	0.41689	-0.007628333488045194	0.02410620748186556	-0.3164468526948414	0.7516633593125173	0.946665484530583	1_39	False
ENSG00000123836	1	207077111	3.133e-08	0.406179	30.623352859259224	-0.00350141	0.0128819	0.485755	-0.008620361958643848	0.03171483508502409	-0.27180850650913296	0.7857692641441654	0.9491033246685144	1_39	False
ENSG00000117595	1	209806682	1.16425e-10	0.756478	41.524129664174446	-0.00726062	0.0132457	0.367115	-0.009597926178950346	0.017509696250254468	-0.5481492106872419	0.5835894528141029	0.920348452223633	1_40	False
ENSG00000162769	1	212894375	1.26877e-12	0.70055	50.37693014107965	-0.00913819	0.013205	0.49319	-0.013044308043679965	0.01884947541217615	-0.6920249905338887	0.48892163520017407	0.8976366792978131	1_41	False
ENSG00000143811	1	225924245	1.42905e-09	1.16245	36.62879634459283	-0.0118991	0.0288355	0.0550546	-0.010236225213987697	0.024805798098842962	-0.4126545404102582	0.6798597356248363	0.9374253554331154	1_42	True
ENSG00000182827	1	226174531	1.12722e-08	0.517701	32.60847760394572	-0.00828581	0.0132633	0.48743	-0.016005010614234857	0.025619614410634713	-0.6247170764440222	0.5321567634496314	0.9061909536189895	1_42	True
ENSG00000181450	1	227508893	2.2144e-09	0.513071	35.775278645854385	0.0283451	0.0132047	0.572861	0.055245960110783886	0.025736593960679902	2.146591743848781	0.03182579777593751	0.49561309137235215	1_43	False
ENSG00000154429	1	229317793	2.0464e-15	-0.865826	63.019791105706204	-0.00929296	0.0135504	0.640573	0.010733057219348922	0.015650257673019752	-0.6858070610461683	0.4928347830517479	0.8976366792978131	1_44	False
ENSG00000143643	1	230980141	6.90342e-13	0.542473	51.57156568809909	0.0145744	0.013239	0.348093	0.0268665905952923	0.024404901257758453	1.1008686456681016	0.2709538300002874	0.8136993343613862	1_45	False
ENSG00000010072	1	231272345	4.52954e-10	0.706951	38.87015062695551	-0.0131518	0.0177638	0.0869413	-0.018603552438570706	0.025127342630535923	-0.7403708665938594	0.45907499131064955	0.8976366792978131	1_45	False
ENSG00000212916	1	232925957	7.55091e-15	1.20685	60.449016047704916	-0.0251664	0.0168109	0.169287	-0.020852964328624102	0.013929568711936033	-1.4970287135132563	0.13438578689356556	0.6975899718728594	1_46	False
ENSG00000116991	1	232936533	1.3193e-13	0.744427	54.822377914275194	-0.0233593	0.0167832	0.169278	-0.03137889947570413	0.022545125311145355	-1.3918263501596833	0.16397498860608317	0.7322637514562537	1_46	False
ENSG00000135778	1	232944691	7.04181e-22	1.23462	92.41109784796754	-0.0227412	0.0167495	0.169475	-0.01841959469310395	0.013566522492750806	-1.3577241111674976	0.1745512430796884	0.7322637514562537	1_46	False
ENSG00000168243	1	235642088	6.07734e-09	-0.562254	33.809753811743334	-0.00905156	0.0135192	0.664161	0.016098702721545777	0.024044648859768005	-0.6695337002189479	0.5031550907346423	0.8994670112938502	1_47	False
ENSG00000143669	1	235763837	2.83623e-09	-0.913596	35.293183493719596	-0.00980387	0.0151785	0.790348	0.010731078069518693	0.01661401757450777	-0.6459050630826498	0.5183408404547791	0.9061909536189895	1_47	False
ENSG00000230325	1	236540434	1.16608e-09	0.730613	37.025272799362696	-0.0149961	0.0145058	0.74145	-0.02052536705478824	0.019854286742776273	-1.0338002729942506	0.3012295439967628	0.8329820187691834	1_47	False
ENSG00000233355	1	239688180	2.40062e-17	-1.50735	71.7842396970821	-0.0442334	0.0281186	0.0529799	0.029345142136862706	0.018654327130394402	-1.5731010790010882	0.11569541514659921	0.6625234319689413	1_48	False
ENSG00000179456	1	244134966	1.91013e-12	0.580143	49.57416038561624	-0.00284099	0.0272257	0.0677219	-0.004897051244262191	0.046929291571216065	-0.1043495667696331	0.9168919439862666	0.9880710569678253	1_49	False
ENSG00000289234	1	247297425	1.07877e-08	-0.528064	32.69386821493019	0.000665891	0.0142912	0.349825	-0.0012610043479578234	0.02706338625621137	0.04659447772055531	0.9628364333925012	0.9935886088269126	1_50	False
ENSG00000162714	1	247320763	3.2065e-15	-0.829617	62.135310423688594	0.00683988	0.0131858	0.617875	-0.008244623723959368	0.01589384016962044	0.5187307558130716	0.6039485110482121	0.9279543299043053	1_50	False
ENSG00000169224	1	247549001	1.72674e-09	0.733381	36.2599743062752	-0.000382962	0.0130571	0.486541	-0.0005221869669380582	0.017803979104994542	-0.029329789922724035	0.9766015681949669	0.9935886088269126	1_50	False
ENSG00000035115	2	264019	6.79782e-15	-0.994382	60.655837185243634	0.014601	0.013554	0.342773	-0.014683491857254052	0.01363057657922207	1.0772465692784416	0.281370125463299	0.8201010991841727	2_0	False
ENSG00000171853	2	3447359	1.9344e-10	-0.531689	40.5318201732518	0.00943498	0.0132506	0.623145	-0.017745298473355667	0.024921711752547072	0.7120417188655609	0.47643894244017915	0.8976366792978131	2_1	False
ENSG00000115750	2	9888311	6.13461e-10	-0.631571	38.278137483421375	0.0154565	0.0147269	0.376525	-0.02447309961983688	0.023317885083387297	1.0495419945813445	0.29392873791796115	0.8287826708506445	2_2	False
ENSG00000134324	2	11784824	2.69738e-13	0.767553	53.41710468426006	0.016561	0.013438	0.625885	0.02157636019923054	0.0175075857953783	1.232400654859354	0.2177994564241006	0.7679071988354826	2_3	False
ENSG00000079785	2	15611457	4.7271e-26	-0.92777	111.44512575424038	-0.018284	0.0144767	0.529551	0.019707470601549957	0.015603759552475291	-1.2629950195831925	0.20659096958240464	0.7679071988354826	2_4	False
ENSG00000183891	2	19963210	3.83395e-11	1.04333	43.69681614371284	-0.0144464	0.0233065	0.0770055	-0.013846434014166178	0.022338569771788407	-0.6198442494583056	0.5353603330490859	0.9061909536189895	2_5	False
ENSG00000213639	2	28730690	6.25918e-09	0.363241	33.752399263343555	0.0157084	0.0131729	0.5851	0.04324511825482256	0.03626490401689237	1.1924784975214267	0.23307367707792725	0.7829818839336619	2_6	False
ENSG00000163171	2	37829511	1.96024e-12	0.948863	49.523356751473486	0.0535022	0.0183561	0.140374	0.05638558991129383	0.019345363872339844	2.914682312691694	0.0035605077897822995	0.2041357799475185	2_7	True
ENSG00000115825	2	37833641	1.17627e-08	-0.615534	32.525695138384606	-0.0614152	0.0207289	0.862534	0.0997754795023508	0.033676287581189665	-2.962781430756094	0.003048729674546499	0.18727910857928493	2_7	True
ENSG00000115828	2	37833641	1.60863e-09	-0.794894	36.39806309138789	-0.0614152	0.0207289	0.862534	0.07726212551610656	0.026077565058988998	-2.962781430756094	0.003048729674546499	0.18727910857928493	2_7	True
ENSG00000163214	2	38875529	2.00846e-11	0.701205	44.962480832988305	0.000162245	0.0138492	0.680716	0.0002313802668263917	0.019750572229233963	0.011715117118678333	0.9906529027289531	0.9935886088269126	2_8	True
ENSG00000180398	2	46913839	5.00787e-12	1.08349	47.68390169955234	-0.0122306	0.0269238	0.0589676	-0.011288152174916242	0.024849144892892413	-0.45426722825158405	0.6496365005453938	0.9342598502826733	2_9	False
ENSG00000068724	2	46942354	2.16326e-08	0.634129	31.342200421391983	-0.0289666	0.0143526	0.325514	-0.045679349154509566	0.022633565094799322	-2.018212728007469	0.04356911112881393	0.5286801338467775	2_9	False
ENSG00000115355	2	55419625	1.76246e-14	-1.24659	58.78087601240018	0.00559454	0.0228338	0.927078	-0.004487874922789369	0.018317008800006418	0.24501134283386908	0.8064476486848801	0.9591590110465477	2_10	False
ENSG00000115902	2	64991283	9.70311e-10	-0.755209	37.383671557241065	0.00537176	0.0182432	0.1423	-0.00711294489340037	0.024156491779096914	0.29445272759165053	0.7684119809051754	0.946665484530583	2_11	False
ENSG00000011523	2	65057022	3.07942e-10	-0.399644	39.62358377277708	-0.04005	0.0150804	0.340835	0.1002141906296604	0.03773458377956381	-2.65576509906899	0.007912871173192332	0.300679025061451	2_11	False
ENSG00000115350	2	74958729	1.60122e-10	0.582148	40.90120963754202	-0.0024408	0.0137034	0.279418	-0.004192748235843806	0.02353937486687234	-0.178116379876527	0.8586315784413259	0.9652590293588761	2_12	False
ENSG00000152291	2	85345910	2.76907e-08	-0.328768	30.862957914587632	-0.00817557	0.0129613	0.607104	0.02486729243722017	0.03942384903640257	-0.6307677470624089	0.5281923949758558	0.9061909536189895	2_13	False
ENSG00000132305	2	86172969	5.34779e-14	-0.578126	56.59756955358067	0.00547656	0.012911	0.565828	-0.00947295226300149	0.022332501911348047	0.42417783285570443	0.6714361258763472	0.9349657211603445	2_13	False
ENSG00000135951	2	99141557	1.16021e-08	0.637233	32.55241291439807	0.0295987	0.0162273	0.546538	0.04644878717831625	0.025465253682718878	1.8240064582524511	0.06815109588154339	0.5895430940272532	2_14	False
ENSG00000144182	2	99141557	7.21583e-09	0.581241	33.47574409777704	0.0295987	0.0162273	0.546538	0.05092328311320089	0.02791836776827512	1.8240064582524511	0.06815109588154339	0.5895430940272532	2_14	False
ENSG00000135972	2	104990547	2.00043e-10	0.498967	40.46623804353403	-0.0205943	0.0191081	0.45907	-0.04127387181917842	0.0382953181272509	-1.0777785337108348	0.281132601472885	0.8201010991841727	2_15	False
ENSG00000153214	2	112038331	8.96913e-25	1.08698	105.6118156924816	0.0190143	0.0140464	0.270943	0.01749277815599183	0.012922408875968279	1.3536778106845884	0.17583919033229578	0.7340859402222056	2_16	False
ENSG00000125630	2	112542424	7.25107e-17	0.877402	69.60342988146871	0.00436712	0.0267641	0.0774955	0.004977330801616591	0.03050380555321278	0.16317081463602365	0.8703839447593239	0.9708562807950954	2_16	False
ENSG00000237753	2	112641916	2.90719e-10	-0.690513	39.73598710268288	-0.00400764	0.0175855	0.868861	0.00580385887014437	0.025467297502002134	-0.22789457223280543	0.8197282024388511	0.9617970344610788	2_16	False
ENSG00000189223	2	113234393	3.36293e-13	-0.923867	52.98390339995919	0.01244	0.0133139	0.429358	-0.013465141627528638	0.014411057002793692	0.9343618323706803	0.3501172789230198	0.8790970799561351	2_16	False
ENSG00000144120	2	119685032	1.4868100000000002e-18	1.02948	77.27574172422113	0.0106428	0.018029	0.863753	0.010338034735983215	0.017512724870808564	0.5903156026401908	0.554979080867112	0.9140930910013505	2_17	False
ENSG00000136717	2	127082205	7.9178e-13	0.666485	51.302419258420585	0.0178112	0.01359	0.396408	0.026724082312430137	0.020390556426626256	1.3106107431935246	0.1899893077672098	0.7606252504934596	2_18	False
ENSG00000169967	2	127298944	9.23269e-12	-0.552824	46.48490629704025	0.00732161	0.0196007	0.38605	-0.013244016178747667	0.03545558803525172	0.3735381899626034	0.7087479273188498	0.9440460247733067	2_18	False
ENSG00000152127	2	134296487	8.86814e-10	0.67784	37.559172620081235	-0.0258527	0.0174257	0.196477	-0.038139826507730436	0.02570768913017821	-1.4835960678767568	0.1379161131897982	0.7009506663179259	2_19	True
ENSG00000123609	2	151275029	1.45967e-09	0.731706	36.587469635774454	0.00821907	0.0128955	0.522596	0.011232749218948596	0.0176238817229871	0.6373595440269861	0.5238906738549007	0.9061909536189895	2_20	False
ENSG00000196151	2	159289609	6.38801e-15	-0.980253	60.77824108060246	0.000467963	0.0135906	0.420711	-0.00047739002073954377	0.013864379910084436	0.03443284328874369	0.9725319938353569	0.9935886088269126	2_21	False
ENSG00000054219	2	159899834	6.2949e-10	0.614054	38.22780549528959	0.0142842	0.0129915	0.598764	0.02326212352659538	0.021156934080716026	1.0995035215333102	0.27154849879269516	0.8136993343613862	2_21	False
ENSG00000227403	2	161244750	5.37844e-11	-0.721316	43.03445021457078	-0.0182214	0.0167337	0.398465	0.02526132790621586	0.02319884766177376	-1.0889044263970311	0.2761960340897899	0.8201010991841727	2_22	False
ENSG00000172292	2	168549659	1.06039e-09	0.672078	37.210541800338795	-0.0404092	0.0163528	0.212396	-0.06012575921247237	0.024331699594392322	-2.47108752018003	0.01347028475362035	0.3861481629371167	2_23	False
ENSG00000115840	2	171941742	2.11346e-12	-0.684885	49.375713402494085	-0.00564256	0.0138988	0.699923	0.00823869700752681	0.020293625937201135	-0.40597461651365585	0.6847612513174668	0.9374253554331154	2_24	False
ENSG00000187231	2	179261033	1.70546e-13	1.02558	54.31784500800478	0.00336395	0.0150634	0.231128	0.0032800464127615597	0.014687688917490591	0.22331943651499664	0.8232869010620716	0.9619948543541258	2_25	False
ENSG00000138381	2	189677116	8.574579999999999e-20	1.09594	82.91299097156538	1.32762	0.955513	0.000130819	1.2113984342208517	0.8718661605562349	1.3894316456186364	0.16470153293840983	0.7322637514562537	2_26	False
ENSG00000128699	2	189766733	2.12518e-08	0.705497	31.37668154258383	0.0210146	0.016869	0.251304	0.029786944522797405	0.02391080330603815	1.245752563874563	0.21285524949593326	0.7679071988354826	2_26	False
ENSG00000229056	2	196260096	3.4682500000000004e-18	1.08366	75.60305224948316	-0.00860809	0.0146798	0.261874	-0.00794353394976284	0.013546499824668252	-0.5863901415550621	0.5576133677027675	0.9140930910013505	2_27	False
ENSG00000003393	2	201774475	2.19338e-12	0.907912	49.302900009970784	-0.0347744	0.016345	0.775715	-0.038301509397386524	0.01800284609081056	-2.127525237075558	0.03337646670298411	0.49561309137235215	2_28	True
