Chr	ProbeID	GeneticDistance	ProbeBp	Gene	Orientation	PathOfEsd
3	ENSG00000144741	0	66388116	ENSG00000144741	+	D:/R_ex/MR\esd\CD4_Naive_stim_40h__ENSG00000144741.esd
3	ENSG00000161267	0	197573323	ENSG00000161267	+	D:/R_ex/MR\esd\CD4_Naive_stim_40h__ENSG00000161267.esd
5	ENSG00000035499	0	60700190	ENSG00000035499	+	D:/R_ex/MR\esd\CD4_Naive_stim_40h__ENSG00000035499.esd
5	ENSG00000245937	0	128083172	ENSG00000245937	+	D:/R_ex/MR\esd\CD4_Naive_stim_40h__ENSG00000245937.esd
5	ENSG00000113068	0	140303121	ENSG00000113068	+	D:/R_ex/MR\esd\CD4_Naive_stim_40h__ENSG00000113068.esd
7	ENSG00000277149	0	72828198	ENSG00000277149	+	D:/R_ex/MR\esd\CD4_Naive_stim_40h__ENSG00000277149.esd
7	ENSG00000158525	0	130368730	ENSG00000158525	+	D:/R_ex/MR\esd\CD4_Naive_stim_40h__ENSG00000158525.esd
12	ENSG00000111671	0	6889358	ENSG00000111671	+	D:/R_ex/MR\esd\CD4_Naive_stim_40h__ENSG00000111671.esd
12	ENSG00000198015	0	93516213	ENSG00000198015	+	D:/R_ex/MR\esd\CD4_Naive_stim_40h__ENSG00000198015.esd
2	ENSG00000157992	0	27446481	ENSG00000157992	+	D:/R_ex/MR\esd\CD4_Naive_stim_40h__ENSG00000157992.esd
2	ENSG00000144231	0	127858157	ENSG00000144231	+	D:/R_ex/MR\esd\CD4_Naive_stim_40h__ENSG00000144231.esd
21	ENSG00000183527	0	39183851	ENSG00000183527	+	D:/R_ex/MR\esd\CD4_Naive_stim_40h__ENSG00000183527.esd
20	ENSG00000126005	0	35278131	ENSG00000126005	+	D:/R_ex/MR\esd\CD4_Naive_stim_40h__ENSG00000126005.esd
6	ENSG00000124570	0	2972165	ENSG00000124570	+	D:/R_ex/MR\esd\CD4_Naive_stim_40h__ENSG00000124570.esd
6	ENSG00000204525	0	31272130	ENSG00000204525	+	D:/R_ex/MR\esd\CD4_Naive_stim_40h__ENSG00000204525.esd
6	ENSG00000234745	0	31357188	ENSG00000234745	+	D:/R_ex/MR\esd\CD4_Naive_stim_40h__ENSG00000234745.esd
22	ENSG00000100219	0	28800597	ENSG00000100219	+	D:/R_ex/MR\esd\CD4_Naive_stim_40h__ENSG00000100219.esd
22	ENSG00000239713	0	39087743	ENSG00000239713	+	D:/R_ex/MR\esd\CD4_Naive_stim_40h__ENSG00000239713.esd
1	ENSG00000116213	0	3652761	ENSG00000116213	+	D:/R_ex/MR\esd\CD4_Naive_stim_40h__ENSG00000116213.esd
1	ENSG00000159339	0	17364004	ENSG00000159339	+	D:/R_ex/MR\esd\CD4_Naive_stim_40h__ENSG00000159339.esd
1	ENSG00000070831	0	22092946	ENSG00000070831	+	D:/R_ex/MR\esd\CD4_Naive_stim_40h__ENSG00000070831.esd
1	ENSG00000090621	0	39576790	ENSG00000090621	+	D:/R_ex/MR\esd\CD4_Naive_stim_40h__ENSG00000090621.esd
1	ENSG00000164008	0	42775747	ENSG00000164008	+	D:/R_ex/MR\esd\CD4_Naive_stim_40h__ENSG00000164008.esd
1	ENSG00000159479	0	43389808	ENSG00000159479	+	D:/R_ex/MR\esd\CD4_Naive_stim_40h__ENSG00000159479.esd
1	ENSG00000168765	0	109674836	ENSG00000168765	+	D:/R_ex/MR\esd\CD4_Naive_stim_40h__ENSG00000168765.esd
1	ENSG00000198734	0	169586588	ENSG00000198734	+	D:/R_ex/MR\esd\CD4_Naive_stim_40h__ENSG00000198734.esd
1	ENSG00000143799	0	226408079	ENSG00000143799	+	D:/R_ex/MR\esd\CD4_Naive_stim_40h__ENSG00000143799.esd
1	ENSG00000054282	0	243500092	ENSG00000054282	+	D:/R_ex/MR\esd\CD4_Naive_stim_40h__ENSG00000054282.esd
11	ENSG00000134824	0	61867354	ENSG00000134824	+	D:/R_ex/MR\esd\CD4_Naive_stim_40h__ENSG00000134824.esd
11	ENSG00000149489	0	62615120	ENSG00000149489	+	D:/R_ex/MR\esd\CD4_Naive_stim_40h__ENSG00000149489.esd
11	ENSG00000256940	0	64248217	ENSG00000256940	+	D:/R_ex/MR\esd\CD4_Naive_stim_40h__ENSG00000256940.esd
11	ENSG00000175334	0	66004149	ENSG00000175334	+	D:/R_ex/MR\esd\CD4_Naive_stim_40h__ENSG00000175334.esd
11	ENSG00000197345	0	68903835	ENSG00000197345	+	D:/R_ex/MR\esd\CD4_Naive_stim_40h__ENSG00000197345.esd
