id.exposure	id.outcome	outcome	exposure	method	nsnp	b	se	pval	OR	OR_LCI	OR_UCI	FDR	SYMBOL
ENSG00000057608|CD4_Memory_uns_0h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000057608|CD4_Memory_uns_0h	Weighted median	8	-0.0354993271236019	0.0327000250349058	0.277653564124768	0.965123383638528	0.905207231699511	1.02900541779486	0.316917704506049	GDI2
ENSG00000057608|CD4_Memory_uns_0h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000057608|CD4_Memory_uns_0h	Weighted mode	8	-0.0722190390834471	0.11860130623062	0.561808255293151	0.9303270954976	0.737361061800098	1.17379198530508	0.673013459051566	GDI2
ENSG00000057608|CD4_Naive_stim_16h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000057608|CD4_Naive_stim_16h	Inverse variance weighted	5	-0.0447685958031095	0.073517413076331	0.542556074352623	0.956218729260417	0.82790014852913	1.10442576899264	0.582417336958122	GDI2
ENSG00000057608|CD4_Naive_stim_16h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000057608|CD4_Naive_stim_16h	Inverse variance weighted (multiplicative random effects)	5	-0.0447685958031095	0.073517413076331	0.542556074352623	0.956218729260417	0.82790014852913	1.10442576899264	0.582417336958122	GDI2
ENSG00000057608|CD4_Naive_stim_16h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000057608|CD4_Naive_stim_16h	Weighted median	5	0.00884398029813062	0.0572597083556395	0.877251925869374	1.00888320383735	0.901779678090436	1.12870731478498	0.88508453235035	GDI2
ENSG00000057608|CD4_Naive_stim_16h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000057608|CD4_Naive_stim_16h	Weighted mode	5	-0.117433954288855	0.200704965426378	0.589891771707856	0.889199237603128	0.600005962374485	1.31777904510305	0.694351772947789	GDI2
ENSG00000057608|CD4_Naive_stim_5d	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000057608|CD4_Naive_stim_5d	Inverse variance weighted	6	-0.0402933907478318	0.0369303981308564	0.275245164909479	0.960507593767697	0.893439220209418	1.03261063183365	0.336695248238107	GDI2
ENSG00000057608|CD4_Naive_stim_5d	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000057608|CD4_Naive_stim_5d	Inverse variance weighted (multiplicative random effects)	6	-0.0402933907478318	0.0369303981308564	0.275245164909479	0.960507593767697	0.893439220209418	1.03261063183365	0.335136473940708	GDI2
ENSG00000057608|CD4_Naive_stim_5d	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000057608|CD4_Naive_stim_5d	Weighted median	6	-0.0546282037828608	0.0317134524342323	0.084968813346026	0.946837112976649	0.889775077101088	1.00755858596397	0.120018448851262	GDI2
ENSG00000057608|CD4_Naive_stim_5d	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000057608|CD4_Naive_stim_5d	Weighted mode	6	-0.0766974878287672	0.117980613102849	0.544318964701489	0.926169988926468	0.734959789440293	1.16712623018642	0.673013459051566	GDI2
ENSG00000059573|CD4_Naive_stim_16h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000059573|CD4_Naive_stim_16h	Inverse variance weighted	7	0.0332157543503877	0.0342318970005073	0.331889048345812	1.03377355632408	0.966688695225897	1.10551387539005	0.384523434867615	ALDH18A1
ENSG00000059573|CD4_Naive_stim_16h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000059573|CD4_Naive_stim_16h	Inverse variance weighted (multiplicative random effects)	7	0.0332157543503877	0.0320540042298862	0.300088545611852	1.03377355632408	0.970823989919177	1.10080485943071	0.353916087425637	ALDH18A1
ENSG00000059573|CD4_Naive_stim_16h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000059573|CD4_Naive_stim_16h	Weighted median	7	0.0486195485410004	0.0458106279693428	0.288546355421101	1.04982086887187	0.959666661637207	1.14844445553484	0.326057381625844	ALDH18A1
ENSG00000059573|CD4_Naive_stim_16h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000059573|CD4_Naive_stim_16h	Weighted mode	7	0.085732961445871	0.112403638397985	0.4745364016449	1.0895153468523	0.87408454917916	1.35804218498247	0.673013459051566	ALDH18A1
ENSG00000069188|CD4_Naive_uns_0h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000069188|CD4_Naive_uns_0h	Inverse variance weighted	6	-0.0357273600032947	0.0165199673683319	0.0305660008602008	0.964903328864914	0.934160983829294	0.996657375089782	0.0628036173014066	SDK2
ENSG00000069188|CD4_Naive_uns_0h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000069188|CD4_Naive_uns_0h	Inverse variance weighted (multiplicative random effects)	6	-0.0357273600032947	0.0156883957453624	0.0227676460746641	0.964903328864914	0.935684795967971	0.995034265883766	0.0460606993664358	SDK2
ENSG00000069188|CD4_Naive_uns_0h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000069188|CD4_Naive_uns_0h	Weighted median	6	-0.0388156696298321	0.0208492203627928	0.0626408154090252	0.961928005350628	0.923411660185546	1.00205090251071	0.0956542181245925	SDK2
ENSG00000069188|CD4_Naive_uns_0h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000069188|CD4_Naive_uns_0h	Weighted mode	6	-0.0427361676513547	0.0637458227155578	0.532307954164017	0.958164151420711	0.845626099214476	1.08567905120312	0.673013459051566	SDK2
ENSG00000070831|CD4_Memory_stim_40h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000070831|CD4_Memory_stim_40h	Inverse variance weighted	7	0.0460043639468007	0.0504397163229025	0.361733832808415	1.04707898034393	0.948515185190143	1.15588491169839	0.413634774037448	CDC42
ENSG00000070831|CD4_Memory_stim_40h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000070831|CD4_Memory_stim_40h	Inverse variance weighted (multiplicative random effects)	7	0.0460043639468007	0.0504397163229025	0.361733832808415	1.04707898034393	0.948515185190143	1.15588491169839	0.413634774037448	CDC42
ENSG00000070831|CD4_Memory_stim_40h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000070831|CD4_Memory_stim_40h	Weighted median	7	0.0986532934110977	0.0550204746008278	0.0729683253262528	1.10368357884797	0.990855233249914	1.22935964946499	0.107783277932896	CDC42
ENSG00000070831|CD4_Memory_stim_40h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000070831|CD4_Memory_stim_40h	Weighted mode	7	0.103854250730401	0.165086198120193	0.5524721003428	1.1094387432447	0.802747791178083	1.53330141613472	0.673013459051566	CDC42
ENSG00000070831|CD4_Naive_stim_40h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000070831|CD4_Naive_stim_40h	Inverse variance weighted	5	0.0537013362662042	0.0343250784984242	0.117701895545932	1.05516941425278	0.986515918222149	1.12860063604552	0.170234168640424	CDC42
ENSG00000070831|CD4_Naive_stim_40h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000070831|CD4_Naive_stim_40h	Inverse variance weighted (multiplicative random effects)	5	0.0537013362662042	0.0238940292329054	0.0246094115819431	1.05516941425278	1.00689268492856	1.10576083175492	0.0480322697821509	CDC42
ENSG00000070831|CD4_Naive_stim_40h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000070831|CD4_Naive_stim_40h	Weighted median	5	0.0460313666299089	0.0438873333412241	0.294245723386247	1.04710725466757	0.960801154399465	1.14116599231478	0.329205611313326	CDC42
ENSG00000070831|CD4_Naive_stim_40h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000070831|CD4_Naive_stim_40h	Weighted mode	5	0.10298753518049	0.0858617591044159	0.296540063783347	1.10847759201678	0.936784968260086	1.31163779697005	0.673013459051566	CDC42
ENSG00000072778|CD4_Memory_stim_5d	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000072778|CD4_Memory_stim_5d	Inverse variance weighted	2	0.138706299679848	0.0508382211971228	0.00636450516408035	1.14878665144434	1.03983639276967	1.26915232022373	0.0255726456801841	ACADVL
ENSG00000072778|CD4_Memory_stim_5d	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000072778|CD4_Memory_stim_5d	Inverse variance weighted (multiplicative random effects)	2	0.138706299679848	0.00237582614919098	0	1.14878665144434	1.1434496252997	1.15414858804191	0	ACADVL
ENSG00000079263|CD4_Naive_stim_16h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000079263|CD4_Naive_stim_16h	Inverse variance weighted	8	0.0801906754354417	0.0235202092037095	0.000650970714649983	1.08349364360215	1.03467882587519	1.13461148171584	0.00822008427321713	SP140
ENSG00000079263|CD4_Naive_stim_16h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000079263|CD4_Naive_stim_16h	Inverse variance weighted (multiplicative random effects)	8	0.0801906754354417	0.0206293902755385	0.000101404981055838	1.08349364360215	1.04055796125572	1.12820094549039	0.000459819138235955	SP140
ENSG00000079263|CD4_Naive_stim_16h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000079263|CD4_Naive_stim_16h	Weighted median	8	0.0889639578696558	0.0327223365477658	0.0065528477146344	1.0930412600808	1.02513896420598	1.16544121134291	0.0435571642208051	SP140
ENSG00000079263|CD4_Naive_stim_16h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000079263|CD4_Naive_stim_16h	Weighted mode	8	0.0892311785080416	0.104080544893456	0.419644344221028	1.09333338229291	0.891574133264693	1.34074984932427	0.673013459051566	SP140
ENSG00000079459|CD4_Memory_uns_0h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000079459|CD4_Memory_uns_0h	Inverse variance weighted	10	-0.00603702811127966	0.0176975607485771	0.733011706102314	0.993981158127579	0.960093842034424	1.02906455541793	0.747217359321351	FDFT1
ENSG00000079459|CD4_Memory_uns_0h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000079459|CD4_Memory_uns_0h	Inverse variance weighted (multiplicative random effects)	10	-0.00603702811127966	0.0176975607485771	0.733011706102314	0.993981158127579	0.960093842034424	1.02906455541793	0.747217359321351	FDFT1
ENSG00000079459|CD4_Memory_uns_0h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000079459|CD4_Memory_uns_0h	Weighted median	10	-0.0255487925603641	0.0202035480874725	0.206025659253681	0.974774816046339	0.936929024874414	1.01414932910797	0.248021470681483	FDFT1
ENSG00000079459|CD4_Memory_uns_0h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000079459|CD4_Memory_uns_0h	Weighted mode	10	-0.0470335899078325	0.0635746599233559	0.478264159971361	0.954055350420856	0.842282404792173	1.0806608406966	0.673013459051566	FDFT1
ENSG00000079459|CD4_Naive_uns_0h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000079459|CD4_Naive_uns_0h	Inverse variance weighted	10	0.00717341603782375	0.0156131178151374	0.6459124726148	1.00719920661862	0.976844016875224	1.03849767648499	0.675682340431934	FDFT1
ENSG00000079459|CD4_Naive_uns_0h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000079459|CD4_Naive_uns_0h	Inverse variance weighted (multiplicative random effects)	10	0.00717341603782375	0.0156131178151374	0.6459124726148	1.00719920661862	0.976844016875224	1.03849767648499	0.675682340431934	FDFT1
ENSG00000079459|CD4_Naive_uns_0h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000079459|CD4_Naive_uns_0h	Weighted median	10	-0.00562599391224419	0.0188428557879855	0.765264818939875	0.99438980235439	0.958334888864942	1.03180119028908	0.782578502626298	FDFT1
ENSG00000079459|CD4_Naive_uns_0h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000079459|CD4_Naive_uns_0h	Weighted mode	10	0.0241497802373002	0.0637954409598032	0.713797028660894	1.0244437478276	0.904033118236258	1.1608921966383	0.775567925371933	FDFT1
ENSG00000080546|CD4_Naive_stim_16h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000080546|CD4_Naive_stim_16h	Inverse variance weighted	2	-0.0940498774371829	0.039911342695787	0.0184495631576516	0.910237360801738	0.841746727130871	0.984300890391815	0.0462117629567846	SESN1
ENSG00000080546|CD4_Naive_stim_16h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000080546|CD4_Naive_stim_16h	Inverse variance weighted (multiplicative random effects)	2	-0.0940498774371829	0.0252284688280838	0.000193061663106213	0.910237360801738	0.866322813224377	0.956377969449505	0.000793362771827096	SESN1
ENSG00000080546|CD4_Naive_uns_0h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000080546|CD4_Naive_uns_0h	Inverse variance weighted	4	-0.0302132403402025	0.0205959014269138	0.14238856450432	0.970238617474997	0.931852063414988	1.01020646065852	0.196063834893383	SESN1
ENSG00000080546|CD4_Naive_uns_0h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000080546|CD4_Naive_uns_0h	Inverse variance weighted (multiplicative random effects)	4	-0.0302132403402025	0.0205959014269138	0.14238856450432	0.970238617474997	0.931852063414988	1.01020646065852	0.195042669086647	SESN1
ENSG00000080546|CD4_Naive_uns_0h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000080546|CD4_Naive_uns_0h	Weighted median	4	-0.0431845274696741	0.0221291145453598	0.0509999568772024	0.957734645409673	0.917082730654791	1.00018855481346	0.0847499283400569	SESN1
ENSG00000080546|CD4_Naive_uns_0h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000080546|CD4_Naive_uns_0h	Weighted mode	4	-0.0466398696270614	0.0646134495438231	0.522573912160799	0.95443105531776	0.840900253455985	1.08328976666512	0.673013459051566	SESN1
ENSG00000083642|CD4_Naive_stim_16h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000083642|CD4_Naive_stim_16h	Inverse variance weighted	3	0.0522598034546506	0.043736789329345	0.232137593446338	1.05364944872368	0.96708943219662	1.14795708011626	0.293271843773792	PDS5B
ENSG00000083642|CD4_Naive_stim_16h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000083642|CD4_Naive_stim_16h	Inverse variance weighted (multiplicative random effects)	3	0.0522598034546506	0.043736789329345	0.232137593446338	1.05364944872368	0.96708943219662	1.14795708011626	0.291875311184393	PDS5B
ENSG00000083642|CD4_Naive_stim_16h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000083642|CD4_Naive_stim_16h	Weighted median	3	0.056459346525368	0.0296708261618711	0.0570591751792002	1.05808359915111	0.998305963750062	1.12144066392941	0.0908124900739383	PDS5B
ENSG00000083642|CD4_Naive_stim_16h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000083642|CD4_Naive_stim_16h	Weighted mode	3	0.0641143943394471	0.119750436022307	0.645938843560906	1.06621436067299	0.843161754100226	1.34827399058021	0.731384471236856	PDS5B
ENSG00000083642|CD4_Naive_stim_40h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000083642|CD4_Naive_stim_40h	Inverse variance weighted	3	0.0369636804890969	0.0499267207196083	0.459082390677601	1.03765533301958	0.940924202939043	1.14433084703394	0.505182714427652	PDS5B
ENSG00000083642|CD4_Naive_stim_40h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000083642|CD4_Naive_stim_40h	Inverse variance weighted (multiplicative random effects)	3	0.0369636804890969	0.0499267207196083	0.459082390677601	1.03765533301958	0.940924202939043	1.14433084703394	0.505182714427652	PDS5B
ENSG00000083642|CD4_Naive_stim_40h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000083642|CD4_Naive_stim_40h	Weighted median	3	0.0397177352443745	0.0317269984503167	0.210621169966789	1.04051703145212	0.977783325835468	1.10727567563789	0.250528339013128	PDS5B
ENSG00000083642|CD4_Naive_stim_40h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000083642|CD4_Naive_stim_40h	Weighted mode	3	0.0505854277171245	0.125694363785641	0.726293339887067	1.05188671979798	0.822196776337409	1.34574313975817	0.781629975307034	PDS5B
ENSG00000083642|CD4_Naive_uns_0h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000083642|CD4_Naive_uns_0h	Inverse variance weighted	3	0.0415605252563385	0.0402449212558625	0.301749023590249	1.0424362536636	0.963368270347046	1.12799370334331	0.357477446865925	PDS5B
ENSG00000083642|CD4_Naive_uns_0h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000083642|CD4_Naive_uns_0h	Inverse variance weighted (multiplicative random effects)	3	0.0415605252563385	0.0402449212558625	0.301749023590249	1.0424362536636	0.963368270347046	1.12799370334331	0.354285683947479	PDS5B
ENSG00000083642|CD4_Naive_uns_0h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000083642|CD4_Naive_uns_0h	Weighted median	3	0.0440436109012449	0.0282540583463311	0.119033796829582	1.04502792850447	0.988729648217186	1.10453183367518	0.161087653194525	PDS5B
ENSG00000083642|CD4_Naive_uns_0h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000083642|CD4_Naive_uns_0h	Weighted mode	3	0.0497371519290651	0.10123420669542	0.671832505707817	1.05099480810882	0.861843229494831	1.28166010809083	0.738944782108408	PDS5B
ENSG00000085491|CD4_Memory_stim_40h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000085491|CD4_Memory_stim_40h	Inverse variance weighted	6	-0.0660588203672213	0.0306567108870855	0.0311781528623986	0.936075802349812	0.881486163589457	0.994046127935529	0.0629820046816367	SLC25A24
ENSG00000085491|CD4_Memory_stim_40h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000085491|CD4_Memory_stim_40h	Inverse variance weighted (multiplicative random effects)	6	-0.0660588203672213	0.0227156417014435	0.00363659541668846	0.936075802349812	0.895313378782712	0.978694084674795	0.0105003640884058	SLC25A24
ENSG00000085491|CD4_Memory_stim_40h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000085491|CD4_Memory_stim_40h	Weighted median	6	-0.0617564104892792	0.0398313755875418	0.12103442346768	0.940111860290256	0.869509598069537	1.01644687053555	0.162820117283903	SLC25A24
ENSG00000085491|CD4_Memory_stim_40h	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000085491|CD4_Memory_stim_40h	Weighted mode	6	-0.112895026198345	0.0809499711891571	0.221921141074262	0.893244422457467	0.762191860367348	1.04683038450033	0.673013459051566	SLC25A24
ENSG00000085491|CD4_Memory_stim_5d	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000085491|CD4_Memory_stim_5d	Inverse variance weighted	2	-0.10407049301984	0.0356126678876397	0.00347469421368877	0.901161769567595	0.840405032272849	0.966310890278609	0.0202266619384912	SLC25A24
ENSG00000085491|CD4_Memory_stim_5d	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000085491|CD4_Memory_stim_5d	Inverse variance weighted (multiplicative random effects)	2	-0.10407049301984	0.00375532093448405	4.8939333743854e-169	0.901161769567595	0.8945531831678	0.907819177451707	4.2903482582112e-167	SLC25A24
ENSG00000085491|CD4_Naive_stim_5d	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000085491|CD4_Naive_stim_5d	Inverse variance weighted	3	-0.0474329812673949	0.0216203416656091	0.028242221297537	0.953674385039558	0.914105899063177	0.994955654057891	0.0613859851343159	SLC25A24
ENSG00000085491|CD4_Naive_stim_5d	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000085491|CD4_Naive_stim_5d	Inverse variance weighted (multiplicative random effects)	3	-0.0474329812673949	0.0191705124005673	0.0133509582608756	0.953674385039558	0.918505684388552	0.990189661467397	0.0287814118690645	SLC25A24
ENSG00000085491|CD4_Naive_stim_5d	finngen_R12_melanoma	Melanoma_FinnGen_R12	ENSG00000085491|CD4_Naive_stim_5d	Weighted median	3	-0.0458112439697073	0.0242069134115919	0.0584262614364653	0.955222249134849	0.910959541079748	1.00163564252341	0.0922322442050052	SLC25A24
